JobID|JobIDRaw|JobName|Partition|MaxVMSize|MaxVMSizeNode|MaxVMSizeTask|AveVMSize|MaxRSS|MaxRSSNode|MaxRSSTask|AveRSS|MaxPages|MaxPagesNode|MaxPagesTask|AvePages|MinCPU|MinCPUNode|MinCPUTask|AveCPU|NTasks|AllocCPUS|Elapsed|State|ExitCode|AveCPUFreq|ReqCPUFreqMin|ReqCPUFreqMax|ReqCPUFreqGov|ReqMem|ConsumedEnergy|MaxDiskRead|MaxDiskReadNode|MaxDiskReadTask|AveDiskRead|MaxDiskWrite|MaxDiskWriteNode|MaxDiskWriteTask|AveDiskWrite|AllocGRES|ReqGRES|ReqTRES|AllocTRES|call
1014563.batch|1014563.batch|call-star_ERR2704712_1||17078524K|gattaca19|0|966612K|16538252K|gattaca19|0|438576K|7K|gattaca19|0|7K|01:49:59|gattaca19|0|01:49:59|1|1|01:54:54|COMPLETED|0:0|455213K|0|0|0|32768Mn|0|56507M|gattaca19|0|56507M|38284M|gattaca19|0|22731M||||cpu=1,mem=32768,node=1|sta
1014049.batch|1014049.batch|call-fastqc_ERR2704715_4||3985072K|gattaca19|0|3985072K|625456K|gattaca19|0|625456K|25K|gattaca19|0|25K|00:09:34|gattaca19|0|00:09:34|1|4|00:04:57|COMPLETED|0:0|2396428K|0|0|0|32768Mn|0|5234M|gattaca19|0|5234M|1M|gattaca19|0|1M||||cpu=4,mem=32768,node=1|fastq
1014050.batch|1014050.batch|call-fastqc_ERR2704715_8||5111384K|gattaca6|0|5111384K|944428K|gattaca6|0|941416K|25K|gattaca6|0|25K|00:09:21|gattaca6|0|00:09:21|1|8|00:04:54|COMPLETED|0:0|2829854K|0|0|0|32768Mn|0|5262M|gattaca6|0|5262M|1M|gattaca6|0|1M||||cpu=8,mem=32768,node=1|fastq
1014048.batch|1014048.batch|call-fastqc_ERR2704715_2||3317892K|gattaca19|0|468840K|467712K|gattaca19|0|11928K|25K|gattaca19|0|6K|00:09:32|gattaca19|0|00:00:00|1|2|00:05:01|COMPLETED|0:0|2501000K|0|0|0|32768Mn|0|5266M|gattaca19|0|5266M|3M|gattaca19|0|3M||||cpu=2,mem=32768,node=1|fastq
1014052.batch|1014052.batch|call-fastqc_ERR2704715_24||10020612K|gattaca15|0|10020612K|2202872K|gattaca15|0|1603588K|25K|gattaca15|0|25K|00:08:32|gattaca15|0|00:08:32|1|24|00:04:25|COMPLETED|0:0|2393535K|0|0|0|32768Mn|0|5260M|gattaca15|0|5260M|1M|gattaca15|0|1M||||cpu=24,mem=32768,node=1|fastq
1014051.batch|1014051.batch|call-fastqc_ERR2704715_16||7635004K|gattaca19|0|7635004K|1513432K|gattaca19|0|1152912K|25K|gattaca19|0|25K|00:08:47|gattaca19|0|00:08:47|1|16|00:04:33|COMPLETED|0:0|2396593K|0|0|0|32768Mn|0|5265M|gattaca19|0|5265M|1M|gattaca19|0|1M||||cpu=16,mem=32768,node=1|fastq
1014047.batch|1014047.batch|call-fastqc_ERR2704715_1||2972448K|gattaca17|0|2972448K|335640K|gattaca17|0|335640K|25K|gattaca17|0|25K|00:09:29|gattaca17|0|00:09:29|1|1|00:09:37|COMPLETED|0:0|2474627K|0|0|0|32768Mn|0|5250M|gattaca17|0|5250M|1M|gattaca17|0|1M||||cpu=1,mem=32768,node=1|fastq
1014019.batch|1014019.batch|call-fastqc_ERR2704714_4||3850284K|gattaca9|0|3850284K|621352K|gattaca9|0|621352K|25K|gattaca9|0|25K|00:09:16|gattaca9|0|00:09:16|1|4|00:04:46|COMPLETED|0:0|2402039K|0|0|0|32768Mn|0|4791M|gattaca9|0|4791M|1M|gattaca9|0|1M||||cpu=4,mem=32768,node=1|fastq
1014020.batch|1014020.batch|call-fastqc_ERR2704714_8||5111384K|gattaca6|0|5111384K|933528K|gattaca6|0|933528K|25K|gattaca6|0|25K|00:09:21|gattaca6|0|00:09:21|1|8|00:04:52|COMPLETED|0:0|2770739K|0|0|0|32768Mn|0|4810M|gattaca6|0|4810M|1M|gattaca6|0|1M||||cpu=8,mem=32768,node=1|fastq
1014018.batch|1014018.batch|call-fastqc_ERR2704714_2||3320600K|gattaca19|0|3320600K|502352K|gattaca19|0|502352K|25K|gattaca19|0|25K|00:09:28|gattaca19|0|00:09:28|1|2|00:04:56|COMPLETED|0:0|2412936K|0|0|0|32768Mn|0|4797M|gattaca19|0|4797M|1M|gattaca19|0|1M||||cpu=2,mem=32768,node=1|fastq
1014022.batch|1014022.batch|call-fastqc_ERR2704714_24||9737464K|gattaca16|0|9737464K|2201364K|gattaca16|0|1417732K|19K|gattaca16|0|19K|00:07:56|gattaca16|0|00:07:56|1|24|00:04:09|COMPLETED|0:0|2395915K|0|0|0|32768Mn|0|4737M|gattaca16|0|4737M|0.02M|gattaca16|0|0.02M||||cpu=24,mem=32768,node=1|fastq
1014021.batch|1014021.batch|call-fastqc_ERR2704714_16||7614644K|gattaca18|0|7614644K|1511568K|gattaca18|0|1306916K|19K|gattaca18|0|19K|00:08:16|gattaca18|0|00:08:16|1|16|00:04:17|COMPLETED|0:0|2395110K|0|0|0|32768Mn|0|4764M|gattaca18|0|4764M|0.02M|gattaca18|0|0.02M||||cpu=16,mem=32768,node=1|fastq
1014017.batch|1014017.batch|call-fastqc_ERR2704714_1||2972448K|gattaca17|0|2972448K|356536K|gattaca17|0|356536K|25K|gattaca17|0|25K|00:09:28|gattaca17|0|00:09:28|1|1|00:09:37|COMPLETED|0:0|2478984K|0|0|0|32768Mn|0|4788M|gattaca17|0|4788M|1M|gattaca17|0|1M||||cpu=1,mem=32768,node=1|fastq
1014007.batch|1014007.batch|call-fastqc_ERR2704718_4||3983408K|gattaca17|0|3983408K|608140K|gattaca17|0|608140K|25K|gattaca17|0|25K|00:07:58|gattaca17|0|00:07:58|1|4|00:04:04|COMPLETED|0:0|2396355K|0|0|0|32768Mn|0|4093M|gattaca17|0|4093M|1M|gattaca17|0|1M||||cpu=4,mem=32768,node=1|fastq
1014008.batch|1014008.batch|call-fastqc_ERR2704718_8||4978004K|gattaca19|0|4978004K|834988K|gattaca19|0|834988K|25K|gattaca19|0|25K|00:07:38|gattaca19|0|00:07:38|1|8|00:03:55|COMPLETED|0:0|2397246K|0|0|0|32768Mn|0|4086M|gattaca19|0|4086M|1M|gattaca19|0|1M||||cpu=8,mem=32768,node=1|fastq
1014006.batch|1014006.batch|call-fastqc_ERR2704718_2||3368096K|gattaca19|0|3368096K|403664K|gattaca19|0|403664K|20K|gattaca19|0|20K|00:07:53|gattaca19|0|00:07:53|1|2|00:04:09|COMPLETED|0:0|2405824K|0|0|0|32768Mn|0|4063M|gattaca19|0|4063M|0.06M|gattaca19|0|0.06M||||cpu=2,mem=32768,node=1|fastq
1014010.batch|1014010.batch|call-fastqc_ERR2704718_24||9671928K|gattaca6|0|9671928K|2198160K|gattaca6|0|1097640K|19K|gattaca6|0|19K|00:07:16|gattaca6|0|00:07:16|1|24|00:03:49|COMPLETED|0:0|3043768K|0|0|0|32768Mn|0|4065M|gattaca6|0|4065M|0.02M|gattaca6|0|0.02M||||cpu=24,mem=32768,node=1|fastq
1014009.batch|1014009.batch|call-fastqc_ERR2704718_16||7683760K|gattaca17|0|7683760K|1515600K|gattaca17|0|776888K|20K|gattaca17|0|20K|00:06:57|gattaca17|0|00:06:57|1|16|00:03:38|COMPLETED|0:0|2393043K|0|0|0|32768Mn|0|4055M|gattaca17|0|4055M|0.03M|gattaca17|0|0.03M||||cpu=16,mem=32768,node=1|fastq
1014005.batch|1014005.batch|call-fastqc_ERR2704718_1||2972448K|gattaca9|0|2972448K|352956K|gattaca9|0|352956K|25K|gattaca9|0|25K|00:08:08|gattaca9|0|00:08:08|1|1|00:08:14|COMPLETED|0:0|2480500K|0|0|0|32768Mn|0|4100M|gattaca9|0|4100M|1M|gattaca9|0|1M||||cpu=1,mem=32768,node=1|fastq
1014013.batch|1014013.batch|call-fastqc_ERR2704716_4||4050352K|gattaca17|0|4050352K|612332K|gattaca17|0|612332K|25K|gattaca17|0|25K|00:09:48|gattaca17|0|00:09:48|1|4|00:05:02|COMPLETED|0:0|2403171K|0|0|0|32768Mn|0|5093M|gattaca17|0|5093M|1M|gattaca17|0|1M||||cpu=4,mem=32768,node=1|fastq
1014014.batch|1014014.batch|call-fastqc_ERR2704716_8||5045848K|gattaca9|0|5045848K|943520K|gattaca9|0|943520K|25K|gattaca9|0|25K|00:10:07|gattaca9|0|00:10:07|1|8|00:05:18|COMPLETED|0:0|2389752K|0|0|0|32768Mn|0|5085M|gattaca9|0|5085M|1M|gattaca9|0|1M||||cpu=8,mem=32768,node=1|fastq
1014012.batch|1014012.batch|call-fastqc_ERR2704716_2||3250948K|gattaca17|0|3250948K|477696K|gattaca17|0|477696K|25K|gattaca17|0|25K|00:09:49|gattaca17|0|00:09:49|1|2|00:05:06|COMPLETED|0:0|2407584K|0|0|0|32768Mn|0|5071M|gattaca17|0|5071M|0.48M|gattaca17|0|0.48M||||cpu=2,mem=32768,node=1|fastq
1014016.batch|1014016.batch|call-fastqc_ERR2704716_24||9756416K|gattaca15|0|9756416K|2201056K|gattaca15|0|1670456K|25K|gattaca15|0|25K|00:08:45|gattaca15|0|00:08:45|1|24|00:04:39|COMPLETED|0:0|2396196K|0|0|0|32768Mn|0|5074M|gattaca15|0|5074M|1M|gattaca15|0|1M||||cpu=24,mem=32768,node=1|fastq
1014015.batch|1014015.batch|call-fastqc_ERR2704716_16||7699132K|gattaca6|0|7699132K|1513296K|gattaca6|0|1269452K|25K|gattaca6|0|25K|00:09:20|gattaca6|0|00:09:20|1|16|00:04:54|COMPLETED|0:0|2921891K|0|0|0|32768Mn|0|5093M|gattaca6|0|5093M|1M|gattaca6|0|1M||||cpu=16,mem=32768,node=1|fastq
1014011.batch|1014011.batch|call-fastqc_ERR2704716_1||2972448K|gattaca19|0|2972448K|342408K|gattaca19|0|342408K|25K|gattaca19|0|25K|00:10:09|gattaca19|0|00:10:09|1|1|00:10:18|COMPLETED|0:0|2480466K|0|0|0|32768Mn|0|5085M|gattaca19|0|5085M|1M|gattaca19|0|1M||||cpu=1,mem=32768,node=1|fastq
1014043.batch|1014043.batch|call-fastqc_ERR2704719_4||4032568K|gattaca9|0|599912K|572988K|gattaca9|0|12220K|20K|gattaca9|0|8K|00:08:15|gattaca9|0|00:00:00|1|4|00:04:21|COMPLETED|0:0|2501000K|0|0|0|32768Mn|0|4355M|gattaca9|0|4355M|2M|gattaca9|0|2M||||cpu=4,mem=32768,node=1|fastq
1014044.batch|1014044.batch|call-fastqc_ERR2704719_8||4978004K|gattaca18|0|4978004K|951856K|gattaca18|0|951856K|25K|gattaca18|0|25K|00:07:32|gattaca18|0|00:07:32|1|8|00:03:56|COMPLETED|0:0|2401402K|0|0|0|32768Mn|0|4345M|gattaca18|0|4345M|1M|gattaca18|0|1M||||cpu=8,mem=32768,node=1|fastq
1014042.batch|1014042.batch|call-fastqc_ERR2704719_2||3322008K|gattaca19|0|3322008K|448872K|gattaca19|0|448872K|25K|gattaca19|0|25K|00:08:30|gattaca19|0|00:08:30|1|2|00:04:26|COMPLETED|0:0|2412729K|0|0|0|32768Mn|0|4339M|gattaca19|0|4339M|1M|gattaca19|0|1M||||cpu=2,mem=32768,node=1|fastq
1014046.batch|1014046.batch|call-fastqc_ERR2704719_24||9950704K|gattaca6|0|9950704K|2199220K|gattaca6|0|1696532K|25K|gattaca6|0|25K|00:07:37|gattaca6|0|00:07:37|1|24|00:03:58|COMPLETED|0:0|3025018K|0|0|0|32768Mn|0|4304M|gattaca6|0|4304M|0.15M|gattaca6|0|0.15M||||cpu=24,mem=32768,node=1|fastq
1014045.batch|1014045.batch|call-fastqc_ERR2704719_16||7698876K|gattaca18|0|7698876K|1510860K|gattaca18|0|1302652K|25K|gattaca18|0|25K|00:07:35|gattaca18|0|00:07:35|1|16|00:03:51|COMPLETED|0:0|2396562K|0|0|0|32768Mn|0|4355M|gattaca18|0|4355M|1M|gattaca18|0|1M||||cpu=16,mem=32768,node=1|fastq
1014041.batch|1014041.batch|call-fastqc_ERR2704719_1||2972448K|gattaca19|0|2972448K|340772K|gattaca19|0|340772K|25K|gattaca19|0|25K|00:08:19|gattaca19|0|00:08:19|1|1|00:08:29|COMPLETED|0:0|2485963K|0|0|0|32768Mn|0|4323M|gattaca19|0|4323M|1M|gattaca19|0|1M||||cpu=1,mem=32768,node=1|fastq
1014037.batch|1014037.batch|call-fastqc_ERR2704720_4||3850284K|gattaca19|0|3850284K|603728K|gattaca19|0|603728K|25K|gattaca19|0|25K|00:08:54|gattaca19|0|00:08:54|1|4|00:04:36|COMPLETED|0:0|2397962K|0|0|0|32768Mn|0|4607M|gattaca19|0|4607M|1M|gattaca19|0|1M||||cpu=4,mem=32768,node=1|fastq
1014038.batch|1014038.batch|call-fastqc_ERR2704720_8||5111384K|gattaca9|0|5111384K|942448K|gattaca9|0|942448K|25K|gattaca9|0|25K|00:09:12|gattaca9|0|00:09:12|1|8|00:04:43|COMPLETED|0:0|2392260K|0|0|0|32768Mn|0|4617M|gattaca9|0|4617M|1M|gattaca9|0|1M||||cpu=8,mem=32768,node=1|fastq
1014036.batch|1014036.batch|call-fastqc_ERR2704720_2||3316228K|gattaca17|0|3316228K|469564K|gattaca17|0|469564K|25K|gattaca17|0|25K|00:08:53|gattaca17|0|00:08:53|1|2|00:04:38|COMPLETED|0:0|2402461K|0|0|0|32768Mn|0|4586M|gattaca17|0|4586M|0.43M|gattaca17|0|0.43M||||cpu=2,mem=32768,node=1|fastq
1014040.batch|1014040.batch|call-fastqc_ERR2704720_24||9821952K|gattaca16|0|9821952K|2202700K|gattaca16|0|1493684K|25K|gattaca16|0|25K|00:08:05|gattaca16|0|00:08:05|1|24|00:04:12|COMPLETED|0:0|2397865K|0|0|0|32768Mn|0|4617M|gattaca16|0|4617M|1M|gattaca16|0|1M||||cpu=24,mem=32768,node=1|fastq
1014039.batch|1014039.batch|call-fastqc_ERR2704720_16||7569468K|gattaca6|0|7569468K|1513680K|gattaca6|0|1338756K|25K|gattaca6|0|25K|00:08:37|gattaca6|0|00:08:37|1|16|00:04:26|COMPLETED|0:0|2715273K|0|0|0|32768Mn|0|4601M|gattaca6|0|4601M|1M|gattaca6|0|1M||||cpu=16,mem=32768,node=1|fastq
1014035.batch|1014035.batch|call-fastqc_ERR2704720_1||2972448K|gattaca9|0|2972448K|350340K|gattaca9|0|350340K|25K|gattaca9|0|25K|00:08:49|gattaca9|0|00:08:49|1|1|00:08:58|COMPLETED|0:0|2467905K|0|0|0|32768Mn|0|4583M|gattaca9|0|4583M|1M|gattaca9|0|1M||||cpu=1,mem=32768,node=1|fastq
1014001.batch|1014001.batch|call-fastqc_ERR2704717_4||3917872K|gattaca9|0|3917872K|607344K|gattaca9|0|607344K|25K|gattaca9|0|25K|00:09:28|gattaca9|0|00:09:28|1|4|00:04:54|COMPLETED|0:0|2399727K|0|0|0|32768Mn|0|4889M|gattaca9|0|4889M|1M|gattaca9|0|1M||||cpu=4,mem=32768,node=1|fastq
1014002.batch|1014002.batch|call-fastqc_ERR2704717_8||4978260K|gattaca19|0|4978260K|954352K|gattaca19|0|949272K|25K|gattaca19|0|25K|00:09:06|gattaca19|0|00:09:06|1|8|00:04:47|COMPLETED|0:0|2400227K|0|0|0|32768Mn|0|4877M|gattaca19|0|4877M|1M|gattaca19|0|1M||||cpu=8,mem=32768,node=1|fastq
1014000.batch|1014000.batch|call-fastqc_ERR2704717_2||3387544K|gattaca19|0|3387544K|446488K|gattaca19|0|446488K|25K|gattaca19|0|25K|00:09:25|gattaca19|0|00:09:25|1|2|00:04:52|COMPLETED|0:0|2399189K|0|0|0|32768Mn|0|4889M|gattaca19|0|4889M|1M|gattaca19|0|1M||||cpu=2,mem=32768,node=1|fastq
1014004.batch|1014004.batch|call-fastqc_ERR2704717_24||9889284K|gattaca16|0|9889284K|2200760K|gattaca16|0|1431772K|25K|gattaca16|0|25K|00:08:11|gattaca16|0|00:08:11|1|24|00:04:13|COMPLETED|0:0|2394032K|0|0|0|32768Mn|0|4889M|gattaca16|0|4889M|1M|gattaca16|0|1M||||cpu=24,mem=32768,node=1|fastq
1014003.batch|1014003.batch|call-fastqc_ERR2704717_16||7698876K|gattaca6|0|7698876K|1615200K|gattaca6|0|1615200K|25K|gattaca6|0|25K|00:09:31|gattaca6|0|00:09:31|1|16|00:05:07|COMPLETED|0:0|3011697K|0|0|0|32768Mn|0|4879M|gattaca6|0|4879M|1M|gattaca6|0|1M||||cpu=16,mem=32768,node=1|fastq
1013999.batch|1013999.batch|call-fastqc_ERR2704717_1||2972448K|gattaca19|0|2972448K|336840K|gattaca19|0|336840K|25K|gattaca19|0|25K|00:09:39|gattaca19|0|00:09:39|1|1|00:09:47|COMPLETED|0:0|2475082K|0|0|0|32768Mn|0|4889M|gattaca19|0|4889M|1M|gattaca19|0|1M||||cpu=1,mem=32768,node=1|fastq
1014031.batch|1014031.batch|call-fastqc_ERR2704713_4||3915820K|gattaca9|0|3915820K|632092K|gattaca9|0|632092K|25K|gattaca9|0|25K|00:08:35|gattaca9|0|00:08:35|1|4|00:04:26|COMPLETED|0:0|2399017K|0|0|0|32768Mn|0|4424M|gattaca9|0|4424M|1M|gattaca9|0|1M||||cpu=4,mem=32768,node=1|fastq
1014032.batch|1014032.batch|call-fastqc_ERR2704713_8||4978260K|gattaca19|0|4978260K|959488K|gattaca19|0|959488K|25K|gattaca19|0|25K|00:08:32|gattaca19|0|00:08:32|1|8|00:04:27|COMPLETED|0:0|2393535K|0|0|0|32768Mn|0|4428M|gattaca19|0|4428M|1M|gattaca19|0|1M||||cpu=8,mem=32768,node=1|fastq
1014030.batch|1014030.batch|call-fastqc_ERR2704713_2||3322008K|gattaca19|0|3322008K|500308K|gattaca19|0|500308K|25K|gattaca19|0|25K|00:08:53|gattaca19|0|00:08:53|1|2|00:04:31|COMPLETED|0:0|2402461K|0|0|0|32768Mn|0|4438M|gattaca19|0|4438M|1M|gattaca19|0|1M||||cpu=2,mem=32768,node=1|fastq
1014034.batch|1014034.batch|call-fastqc_ERR2704713_24||9821952K|gattaca15|0|9821952K|2202224K|gattaca15|0|1483096K|25K|gattaca15|0|25K|00:07:47|gattaca15|0|00:07:47|1|24|00:04:03|COMPLETED|0:0|2399246K|0|0|0|32768Mn|0|4437M|gattaca15|0|4437M|1M|gattaca15|0|1M||||cpu=24,mem=32768,node=1|fastq
1014033.batch|1014033.batch|call-fastqc_ERR2704713_16||7633340K|gattaca6|0|7633340K|1512384K|gattaca6|0|1496508K|25K|gattaca6|0|25K|00:08:30|gattaca6|0|00:08:30|1|16|00:04:28|COMPLETED|0:0|2723671K|0|0|0|32768Mn|0|4425M|gattaca6|0|4425M|1M|gattaca6|0|1M||||cpu=16,mem=32768,node=1|fastq
1014029.batch|1014029.batch|call-fastqc_ERR2704713_1||2972448K|gattaca17|0|2972448K|350440K|gattaca17|0|350440K|25K|gattaca17|0|25K|00:08:38|gattaca17|0|00:08:38|1|1|00:08:48|COMPLETED|0:0|2491343K|0|0|0|32768Mn|0|4406M|gattaca17|0|4406M|1M|gattaca17|0|1M||||cpu=1,mem=32768,node=1|fastq
1014025.batch|1014025.batch|call-fastqc_ERR2704712_4||3850028K|gattaca17|0|3850028K|634172K|gattaca17|0|634172K|25K|gattaca17|0|25K|00:10:13|gattaca17|0|00:10:13|1|4|00:05:15|COMPLETED|0:0|2399001K|0|0|0|32768Mn|0|5269M|gattaca17|0|5269M|1M|gattaca17|0|1M||||cpu=4,mem=32768,node=1|fastq
1014026.batch|1014026.batch|call-fastqc_ERR2704712_8||4978260K|gattaca19|0|4978260K|955332K|gattaca19|0|955332K|25K|gattaca19|0|25K|00:09:57|gattaca19|0|00:09:57|1|8|00:05:05|COMPLETED|0:0|2396268K|0|0|0|32768Mn|0|5259M|gattaca19|0|5259M|1M|gattaca19|0|1M||||cpu=8,mem=32768,node=1|fastq
1014024.batch|1014024.batch|call-fastqc_ERR2704712_2||3385880K|gattaca19|0|3385880K|507164K|gattaca19|0|507164K|25K|gattaca19|0|25K|00:10:26|gattaca19|0|00:10:26|1|2|00:05:24|COMPLETED|0:0|2413105K|0|0|0|32768Mn|0|5271M|gattaca19|0|5271M|1M|gattaca19|0|1M||||cpu=2,mem=32768,node=1|fastq
1014028.batch|1014028.batch|call-fastqc_ERR2704712_24||9819244K|gattaca6|0|9819244K|2203348K|gattaca6|0|1600956K|25K|gattaca6|0|25K|00:09:16|gattaca6|0|00:09:16|1|24|00:04:49|COMPLETED|0:0|2796667K|0|0|0|32768Mn|0|5257M|gattaca6|0|5257M|0.07M|gattaca6|0|0.07M||||cpu=24,mem=32768,node=1|fastq
1014027.batch|1014027.batch|call-fastqc_ERR2704712_16||7699388K|gattaca17|0|7699388K|1517260K|gattaca17|0|1182848K|25K|gattaca17|0|25K|00:09:25|gattaca17|0|00:09:25|1|16|00:04:51|COMPLETED|0:0|2390336K|0|0|0|32768Mn|0|5278M|gattaca17|0|5278M|2M|gattaca17|0|2M||||cpu=16,mem=32768,node=1|fastq
1014023.batch|1014023.batch|call-fastqc_ERR2704712_1||2972448K|gattaca9|0|2972448K|321692K|gattaca9|0|321692K|25K|gattaca9|0|25K|00:10:08|gattaca9|0|00:10:08|1|1|00:10:20|COMPLETED|0:0|2488659K|0|0|0|32768Mn|0|5230M|gattaca9|0|5230M|1M|gattaca9|0|1M||||cpu=1,mem=32768,node=1|fastq
1012777.batch|1012777.batch|call-fastp_ERR1777631_4||1358192K|gattaca15|0|1358192K|563004K|gattaca15|0|563004K|8K|gattaca15|0|8K|00:07:10|gattaca15|0|00:07:10|1|4|00:02:40|COMPLETED|0:0|2454469K|0|0|0|32768Mn|0|1562M|gattaca15|0|1562M|1640M|gattaca15|0|1640M||||cpu=4,mem=32768,node=1|fast
1012778.batch|1012778.batch|call-fastp_ERR1777631_8||1433976K|gattaca6|0|1433976K|594900K|gattaca6|0|532124K|8K|gattaca6|0|8K|00:13:17|gattaca6|0|00:13:17|1|8|00:04:36|COMPLETED|0:0|2684391K|0|0|0|32768Mn|0|1590M|gattaca6|0|1590M|1692M|gattaca6|0|1692M||||cpu=8,mem=32768,node=1|fast
1012776.batch|1012776.batch|call-fastp_ERR1777631_2||1352620K|gattaca16|0|1287084K|684584K|gattaca16|0|563380K|8K|gattaca16|0|8K|00:06:40|gattaca16|0|00:06:40|1|2|00:03:42|COMPLETED|0:0|2450980K|0|0|0|32768Mn|0|1642M|gattaca16|0|1642M|1734M|gattaca16|0|1734M||||cpu=2,mem=32768,node=1|fast
1012780.batch|1012780.batch|call-fastp_ERR1777631_24||2110344K|gattaca6|0|2110344K|626504K|gattaca6|0|604084K|8K|gattaca6|0|8K|00:08:36|gattaca6|0|00:08:36|1|24|00:02:56|COMPLETED|0:0|2724694K|0|0|0|32768Mn|0|1606M|gattaca6|0|1606M|1688M|gattaca6|0|1688M||||cpu=24,mem=32768,node=1|fast
1012779.batch|1012779.batch|call-fastp_ERR1777631_16||2112396K|gattaca17|0|2112396K|606444K|gattaca17|0|599596K|8K|gattaca17|0|8K|00:08:05|gattaca17|0|00:08:05|1|16|00:02:41|COMPLETED|0:0|2459746K|0|0|0|32768Mn|0|1642M|gattaca17|0|1642M|1733M|gattaca17|0|1733M||||cpu=16,mem=32768,node=1|fast
1012775.batch|1012775.batch|call-fastp_ERR1777631_1||1284896K|gattaca16|0|1284896K|617104K|gattaca16|0|617104K|8K|gattaca16|0|8K|00:07:09|gattaca16|0|00:07:09|1|1|00:07:15|COMPLETED|0:0|2483510K|0|0|0|32768Mn|0|1638M|gattaca16|0|1638M|1724M|gattaca16|0|1724M||||cpu=1,mem=32768,node=1|fast
1012789.batch|1012789.batch|call-fastp_ERR1777634_4||1358160K|gattaca17|0|1358160K|545728K|gattaca17|0|541148K|8K|gattaca17|0|8K|00:04:17|gattaca17|0|00:04:17|1|4|00:01:42|COMPLETED|0:0|2462073K|0|0|0|32768Mn|0|1036M|gattaca17|0|1036M|1080M|gattaca17|0|1080M||||cpu=4,mem=32768,node=1|fast
1012790.batch|1012790.batch|call-fastp_ERR1777634_8||1497812K|gattaca16|0|1497812K|553328K|gattaca16|0|553328K|8K|gattaca16|0|8K|00:04:25|gattaca16|0|00:04:25|1|8|00:01:43|COMPLETED|0:0|2444373K|0|0|0|32768Mn|0|1022M|gattaca16|0|1022M|1066M|gattaca16|0|1066M||||cpu=8,mem=32768,node=1|fast
1012788.batch|1012788.batch|call-fastp_ERR1777634_2||1221516K|gattaca19|0|1155980K|569472K|gattaca19|0|555440K|8K|gattaca19|0|8K|00:03:25|gattaca19|0|00:03:25|1|2|00:02:08|COMPLETED|0:0|2440000K|0|0|0|32768Mn|0|988M|gattaca19|0|988M|1030M|gattaca19|0|1030M||||cpu=2,mem=32768,node=1|fast
1012792.batch|1012792.batch|call-fastp_ERR1777634_24||2045676K|gattaca6|0|2045676K|556964K|gattaca6|0|555356K|8K|gattaca6|0|8K|00:04:37|gattaca6|0|00:04:37|1|24|00:01:50|COMPLETED|0:0|2824322K|0|0|0|32768Mn|0|958M|gattaca6|0|958M|997M|gattaca6|0|997M||||cpu=24,mem=32768,node=1|fast
1012791.batch|1012791.batch|call-fastp_ERR1777634_16||2043368K|gattaca15|0|2043368K|558948K|gattaca15|0|558568K|8K|gattaca15|0|8K|00:04:27|gattaca15|0|00:04:27|1|16|00:01:43|COMPLETED|0:0|2444797K|0|0|0|32768Mn|0|1022M|gattaca15|0|1022M|1066M|gattaca15|0|1066M||||cpu=16,mem=32768,node=1|fast
1012787.batch|1012787.batch|call-fastp_ERR1777634_1||1415936K|gattaca15|0|1284864K|718440K|gattaca15|0|602392K|8K|gattaca15|0|8K|00:03:27|gattaca15|0|00:03:27|1|1|00:03:35|COMPLETED|0:0|2368096K|0|0|0|32768Mn|0|1022M|gattaca15|0|1022M|1061M|gattaca15|0|1061M||||cpu=1,mem=32768,node=1|fast
1012759.batch|1012759.batch|call-fastp_ERR1777636_4||1292368K|gattaca16|0|1292368K|535212K|gattaca16|0|534152K|8K|gattaca16|0|8K|00:05:17|gattaca16|0|00:05:17|1|4|00:01:59|COMPLETED|0:0|2469441K|0|0|0|32768Mn|0|1123M|gattaca16|0|1123M|1175M|gattaca16|0|1175M||||cpu=4,mem=32768,node=1|fast
1012760.batch|1012760.batch|call-fastp_ERR1777636_8||1497812K|gattaca15|0|1497812K|554820K|gattaca15|0|543360K|8K|gattaca15|0|8K|00:04:57|gattaca15|0|00:04:57|1|8|00:01:58|COMPLETED|0:0|2467316K|0|0|0|32768Mn|0|1127M|gattaca15|0|1127M|1180M|gattaca15|0|1180M||||cpu=8,mem=32768,node=1|fast
1012758.batch|1012758.batch|call-fastp_ERR1777636_2||1221516K|gattaca6|0|1155980K|566816K|gattaca6|0|532144K|8K|gattaca6|0|8K|00:04:27|gattaca6|0|00:04:27|1|2|00:02:53|COMPLETED|0:0|2602246K|0|0|0|32768Mn|0|1185M|gattaca6|0|1185M|1240M|gattaca6|0|1240M||||cpu=2,mem=32768,node=1|fast
1012762.batch|1012762.batch|call-fastp_ERR1777636_24||2177900K|gattaca18|0|2177900K|444176K|gattaca18|0|444176K|8K|gattaca18|0|8K|00:06:06|gattaca18|0|00:06:06|1|24|00:02:06|COMPLETED|0:0|2432666K|0|0|0|32768Mn|0|1129M|gattaca18|0|1129M|1201M|gattaca18|0|1201M||||cpu=24,mem=32768,node=1|fast
