JobID|JobName|State|Start|End|NCPUS|CPUTime|Elapsed|MaxRSS|
1018800.batch|batch|COMPLETED|2020-03-21T18:01:27|2020-03-21T18:06:27|2|00:10:00|00:05:00|358272K|
1018801|cromwell_599a4891_fastqc|COMPLETED|2020-03-21T18:01:27|2020-03-21T18:06:20|2|00:09:46|00:04:53||
1018801.batch|batch|COMPLETED|2020-03-21T18:01:27|2020-03-21T18:06:20|2|00:09:46|00:04:53|619400K|
1018802|cromwell_599a4891_star|COMPLETED|2020-03-21T18:01:27|2020-03-21T18:26:57|4|01:42:00|00:25:30||
1018802.batch|batch|COMPLETED|2020-03-21T18:01:27|2020-03-21T18:26:57|4|01:42:00|00:25:30|17266804K|
1018803|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:01:30|2020-03-21T18:24:02|4|01:30:08|00:22:32||
1018803.batch|batch|COMPLETED|2020-03-21T18:01:30|2020-03-21T18:24:02|4|01:30:08|00:22:32|17266632K|
1018804|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:01:30|2020-03-21T18:05:47|2|00:08:34|00:04:17||
1018804.batch|batch|COMPLETED|2020-03-21T18:01:30|2020-03-21T18:05:47|2|00:08:34|00:04:17|465892K|
1018805|cromwell_959886f2_AddReadGroup|COMPLETED|2020-03-21T18:01:33|2020-03-21T18:03:18|1|00:01:45|00:01:45||
1018805.batch|batch|COMPLETED|2020-03-21T18:01:33|2020-03-21T18:03:18|1|00:01:45|00:01:45|668956K|
1018806|cromwell_cbe3fc12_AddReadGroup|COMPLETED|2020-03-21T18:01:37|2020-03-21T18:03:24|1|00:01:47|00:01:47||
1018806.batch|batch|COMPLETED|2020-03-21T18:01:37|2020-03-21T18:03:24|1|00:01:47|00:01:47|665296K|
1018807|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:01:37|2020-03-21T18:26:12|4|01:38:20|00:24:35||
1018807.batch|batch|COMPLETED|2020-03-21T18:01:37|2020-03-21T18:26:12|4|01:38:20|00:24:35|17266528K|
1018808|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:01:37|2020-03-21T18:06:30|2|00:09:46|00:04:53||
1018808.batch|batch|COMPLETED|2020-03-21T18:01:37|2020-03-21T18:06:30|2|00:09:46|00:04:53|485392K|
1018809|cromwell_2ca89ef6_AddReadGroup|COMPLETED|2020-03-21T18:01:50|2020-03-21T18:03:54|1|00:02:04|00:02:04||
1018809.batch|batch|COMPLETED|2020-03-21T18:01:50|2020-03-21T18:03:54|1|00:02:04|00:02:04|657812K|
1018810|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:01:55|2020-03-21T18:30:21|4|01:53:44|00:28:26||
1018810.batch|batch|COMPLETED|2020-03-21T18:01:55|2020-03-21T18:30:21|4|01:53:44|00:28:26|17266588K|
1018811|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:01:55|2020-03-21T18:06:53|2|00:09:56|00:04:58||
1018811.batch|batch|COMPLETED|2020-03-21T18:01:55|2020-03-21T18:06:53|2|00:09:56|00:04:58|481424K|
1018812|cromwell_599a4891_fastqc|COMPLETED|2020-03-21T18:02:03|2020-03-21T18:07:22|2|00:10:38|00:05:19||
1018812.batch|batch|COMPLETED|2020-03-21T18:02:03|2020-03-21T18:07:22|2|00:10:38|00:05:19|568568K|
1018813|cromwell_599a4891_star|COMPLETED|2020-03-21T18:02:03|2020-03-21T18:30:46|4|01:54:52|00:28:43||
1018813.batch|batch|COMPLETED|2020-03-21T18:02:03|2020-03-21T18:30:46|4|01:54:52|00:28:43|17266708K|
1018814|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:02:06|2020-03-21T18:07:13|2|00:10:14|00:05:07||
1018814.batch|batch|COMPLETED|2020-03-21T18:02:06|2020-03-21T18:07:13|2|00:10:14|00:05:07|480464K|
1018815|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:02:06|2020-03-21T18:36:27|4|02:17:24|00:34:21||
1018815.batch|batch|COMPLETED|2020-03-21T18:02:06|2020-03-21T18:36:27|4|02:17:24|00:34:21|17266800K|
1018816|cromwell_65201559_fastqc|COMPLETED|2020-03-21T18:02:21|2020-03-21T18:07:11|2|00:09:40|00:04:50||
1018816.batch|batch|COMPLETED|2020-03-21T18:02:21|2020-03-21T18:07:11|2|00:09:40|00:04:50|358260K|
1018817|cromwell_65201559_star|COMPLETED|2020-03-21T18:02:21|2020-03-21T18:20:03|4|01:10:48|00:17:42||
1018817.batch|batch|COMPLETED|2020-03-21T18:02:21|2020-03-21T18:20:03|4|01:10:48|00:17:42|17266736K|
1018818|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:02:24|2020-03-21T18:07:16|2|00:09:44|00:04:52||
1018818.batch|batch|COMPLETED|2020-03-21T18:02:24|2020-03-21T18:07:16|2|00:09:44|00:04:52|480608K|
1018819|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:02:24|2020-03-21T18:29:54|4|01:50:00|00:27:30||
1018819.batch|batch|COMPLETED|2020-03-21T18:02:24|2020-03-21T18:29:54|4|01:50:00|00:27:30|17266656K|
1018820|cromwell_bac683c9_MarkDuplicates|COMPLETED|2020-03-21T18:02:30|2020-03-21T18:05:00|1|00:02:30|00:02:30||
1018820.batch|batch|COMPLETED|2020-03-21T18:02:30|2020-03-21T18:05:00|1|00:02:30|00:02:30|14542364K|
1018821|cromwell_65201559_star|COMPLETED|2020-03-21T18:02:33|2020-03-21T18:23:12|4|01:22:36|00:20:39||
1018821.batch|batch|COMPLETED|2020-03-21T18:02:33|2020-03-21T18:23:12|4|01:22:36|00:20:39|17266744K|
1018822|cromwell_65201559_fastqc|COMPLETED|2020-03-21T18:02:33|2020-03-21T18:08:33|2|00:12:00|00:06:00||
1018822.batch|batch|COMPLETED|2020-03-21T18:02:33|2020-03-21T18:08:33|2|00:12:00|00:06:00|385976K|
1018823|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:02:38|2020-03-21T18:07:53|2|00:10:30|00:05:15||
1018823.batch|batch|COMPLETED|2020-03-21T18:02:38|2020-03-21T18:07:53|2|00:10:30|00:05:15|491452K|
1018824|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:02:38|2020-03-21T18:30:35|4|01:51:48|00:27:57||
1018824.batch|batch|COMPLETED|2020-03-21T18:02:38|2020-03-21T18:30:35|4|01:51:48|00:27:57|17266896K|
1018825|cromwell_8551d195_MarkDuplicates|COMPLETED|2020-03-21T18:02:44|2020-03-21T18:06:00|1|00:03:16|00:03:16||
1018825.batch|batch|COMPLETED|2020-03-21T18:02:44|2020-03-21T18:06:00|1|00:03:16|00:03:16|14855296K|
1018826|cromwell_65201559_fastqc|COMPLETED|2020-03-21T18:02:45|2020-03-21T18:08:34|2|00:11:38|00:05:49||
1018826.batch|batch|COMPLETED|2020-03-21T18:02:45|2020-03-21T18:08:34|2|00:11:38|00:05:49|402084K|
1018827|cromwell_65201559_star|COMPLETED|2020-03-21T18:02:45|2020-03-21T18:23:51|4|01:24:24|00:21:06||
1018827.batch|batch|COMPLETED|2020-03-21T18:02:45|2020-03-21T18:23:51|4|01:24:24|00:21:06|17266768K|
1018828|cromwell_70c46e42_star|COMPLETED|2020-03-21T18:03:06|2020-03-21T18:30:21|4|01:49:00|00:27:15||
1018828.batch|batch|COMPLETED|2020-03-21T18:03:06|2020-03-21T18:30:21|4|01:49:00|00:27:15|17266644K|
1018829|cromwell_70c46e42_fastqc|COMPLETED|2020-03-21T18:03:06|2020-03-21T18:08:32|2|00:10:52|00:05:26||
1018829.batch|batch|COMPLETED|2020-03-21T18:03:06|2020-03-21T18:08:32|2|00:10:52|00:05:26|490728K|
1018830|cromwell_599a4891_fastqc|COMPLETED|2020-03-21T18:03:18|2020-03-21T18:09:26|2|00:12:16|00:06:08||
1018830.batch|batch|COMPLETED|2020-03-21T18:03:18|2020-03-21T18:09:26|2|00:12:16|00:06:08|573400K|
1018831|cromwell_599a4891_star|COMPLETED|2020-03-21T18:03:18|2020-03-21T18:35:22|4|02:08:16|00:32:04||
1018831.batch|batch|COMPLETED|2020-03-21T18:03:18|2020-03-21T18:35:22|4|02:08:16|00:32:04|17266828K|
1018832|cromwell_599a4891_fastqc|COMPLETED|2020-03-21T18:03:24|2020-03-21T18:09:06|2|00:11:24|00:05:42||
1018832.batch|batch|COMPLETED|2020-03-21T18:03:24|2020-03-21T18:09:06|2|00:11:24|00:05:42|623980K|
1018833|cromwell_599a4891_star|COMPLETED|2020-03-21T18:03:24|2020-03-21T18:35:39|4|02:09:00|00:32:15||
1018833.batch|batch|COMPLETED|2020-03-21T18:03:24|2020-03-21T18:35:39|4|02:09:00|00:32:15|17266616K|
1018834|cromwell_959886f2_MarkDuplicates|COMPLETED|2020-03-21T18:03:35|2020-03-21T18:06:25|1|00:02:50|00:02:50||
1018834.batch|batch|COMPLETED|2020-03-21T18:03:35|2020-03-21T18:06:25|1|00:02:50|00:02:50|14697460K|
1018835|cromwell_850854c5_SplitIntervals|COMPLETED|2020-03-21T18:03:38|2020-03-21T18:03:48|1|00:00:10|00:00:10||
1018835.batch|batch|COMPLETED|2020-03-21T18:03:38|2020-03-21T18:03:48|1|00:00:10|00:00:10|964K|
1018836|cromwell_850854c5_IndexBam|COMPLETED|2020-03-21T18:03:38|2020-03-21T18:04:01|1|00:00:23|00:00:23||
1018836.batch|batch|COMPLETED|2020-03-21T18:03:38|2020-03-21T18:04:01|1|00:00:23|00:00:23|24572K|
1018837|cromwell_cbe3fc12_MarkDuplicates|COMPLETED|2020-03-21T18:03:41|2020-03-21T18:06:41|1|00:03:00|00:03:00||
1018837.batch|batch|COMPLETED|2020-03-21T18:03:41|2020-03-21T18:06:41|1|00:03:00|00:03:00|14722384K|
1018838|cromwell_599a4891_star|COMPLETED|2020-03-21T18:03:52|2020-03-21T18:33:45|4|01:59:32|00:29:53||
1018838.batch|batch|COMPLETED|2020-03-21T18:03:52|2020-03-21T18:33:45|4|01:59:32|00:29:53|17266636K|
1018839|cromwell_599a4891_fastqc|COMPLETED|2020-03-21T18:03:52|2020-03-21T18:09:58|2|00:12:12|00:06:06||
1018839.batch|batch|COMPLETED|2020-03-21T18:03:52|2020-03-21T18:09:58|2|00:12:12|00:06:06|583568K|
1018840|cromwell_a70c9b3e_edgeR|COMPLETED|2020-03-21T18:03:54|2020-03-21T18:04:01|1|00:00:07|00:00:07||
1018840.batch|batch|COMPLETED|2020-03-21T18:03:54|2020-03-21T18:04:01|1|00:00:07|00:00:07|988K|
1018841|cromwell_6f5e7efe_MarkDuplicates|COMPLETED|2020-03-21T18:03:58|2020-03-21T18:07:22|1|00:03:24|00:03:24||
1018841.batch|batch|COMPLETED|2020-03-21T18:03:58|2020-03-21T18:07:22|1|00:03:24|00:03:24|14858780K|
1018842|cromwell_65201559_fastqc|COMPLETED|2020-03-21T18:03:58|2020-03-21T18:11:04|2|00:14:12|00:07:06||
1018842.batch|batch|COMPLETED|2020-03-21T18:03:58|2020-03-21T18:11:04|2|00:14:12|00:07:06|419376K|
1018843|cromwell_65201559_star|COMPLETED|2020-03-21T18:03:58|2020-03-21T18:29:57|4|01:43:56|00:25:59||
1018843.batch|batch|COMPLETED|2020-03-21T18:03:58|2020-03-21T18:29:57|4|01:43:56|00:25:59|17266884K|
1018844|cromwell_850854c5_AddReadGroup|COMPLETED|2020-03-21T18:04:06|2020-03-21T18:06:25|1|00:02:19|00:02:19||
1018844.batch|batch|COMPLETED|2020-03-21T18:04:06|2020-03-21T18:06:25|1|00:02:19|00:02:19|675636K|
1018845|cromwell_2ca89ef6_MarkDuplicates|COMPLETED|2020-03-21T18:04:22|2020-03-21T18:07:51|1|00:03:29|00:03:29||
1018845.batch|batch|COMPLETED|2020-03-21T18:04:22|2020-03-21T18:07:51|1|00:03:29|00:03:29|14911956K|
1018846|cromwell_25ec46f6_SplitIntervals|COMPLETED|2020-03-21T18:04:44|2020-03-21T18:05:00|1|00:00:16|00:00:16||
1018846.batch|batch|COMPLETED|2020-03-21T18:04:44|2020-03-21T18:05:00|1|00:00:16|00:00:16|353400K|
1018847|cromwell_25ec46f6_IndexBam|COMPLETED|2020-03-21T18:04:45|2020-03-21T18:04:59|1|00:00:14|00:00:14||
1018847.batch|batch|COMPLETED|2020-03-21T18:04:45|2020-03-21T18:04:59|1|00:00:14|00:00:14|22224K|
1018848|cromwell_c62a4f46_SplitIntervals|COMPLETED|2020-03-21T18:04:50|2020-03-21T18:05:00|1|00:00:10|00:00:10||
1018848.batch|batch|COMPLETED|2020-03-21T18:04:50|2020-03-21T18:05:00|1|00:00:10|00:00:10|11100K|
1018849|cromwell_c62a4f46_IndexBam|COMPLETED|2020-03-21T18:04:50|2020-03-21T18:05:07|1|00:00:17|00:00:17||
1018849.batch|batch|COMPLETED|2020-03-21T18:04:50|2020-03-21T18:05:07|1|00:00:17|00:00:17|22892K|
1018850|cromwell_11fb3f29_SplitIntervals|COMPLETED|2020-03-21T18:05:04|2020-03-21T18:05:15|1|00:00:11|00:00:11||
1018850.batch|batch|COMPLETED|2020-03-21T18:05:04|2020-03-21T18:05:15|1|00:00:11|00:00:11|580064K|
1018851|cromwell_11fb3f29_IndexBam|COMPLETED|2020-03-21T18:05:07|2020-03-21T18:05:26|1|00:00:19|00:00:19||
1018851.batch|batch|COMPLETED|2020-03-21T18:05:07|2020-03-21T18:05:26|1|00:00:19|00:00:19|26136K|
1018852|cromwell_25ec46f6_AddReadGroup|COMPLETED|2020-03-21T18:05:07|2020-03-21T18:07:46|1|00:02:39|00:02:39||
1018852.batch|batch|COMPLETED|2020-03-21T18:05:07|2020-03-21T18:07:46|1|00:02:39|00:02:39|667956K|
1018853|cromwell_6425b7a2_SplitIntervals|COMPLETED|2020-03-21T18:05:14|2020-03-21T18:05:25|1|00:00:11|00:00:11||
1018853.batch|batch|COMPLETED|2020-03-21T18:05:14|2020-03-21T18:05:25|1|00:00:11|00:00:11|11096K|
1018854|cromwell_c62a4f46_AddReadGroup|COMPLETED|2020-03-21T18:05:14|2020-03-21T18:08:14|1|00:03:00|00:03:00||
1018854.batch|batch|COMPLETED|2020-03-21T18:05:14|2020-03-21T18:08:14|1|00:03:00|00:03:00|667136K|
1018855|cromwell_6425b7a2_IndexBam|COMPLETED|2020-03-21T18:05:17|2020-03-21T18:06:03|1|00:00:46|00:00:46||
1018855.batch|batch|COMPLETED|2020-03-21T18:05:17|2020-03-21T18:06:03|1|00:00:46|00:00:46|27012K|
1018856|cromwell_bac683c9_SplitNCigarReads|COMPLETED|2020-03-21T18:05:20|2020-03-21T19:01:00|1|00:55:40|00:55:40||
1018856.batch|batch|COMPLETED|2020-03-21T18:05:20|2020-03-21T19:01:00|1|00:55:40|00:55:40|2300504K|
1018857|cromwell_11fb3f29_AddReadGroup|COMPLETED|2020-03-21T18:05:35|2020-03-21T18:08:26|1|00:02:51|00:02:51||
1018857.batch|batch|COMPLETED|2020-03-21T18:05:35|2020-03-21T18:08:26|1|00:02:51|00:02:51|676256K|
1018858|cromwell_e8bec217_SplitIntervals|COMPLETED|2020-03-21T18:05:56|2020-03-21T18:06:04|1|00:00:08|00:00:08||
1018858.batch|batch|COMPLETED|2020-03-21T18:05:56|2020-03-21T18:06:04|1|00:00:08|00:00:08|988K|
1018859|cromwell_e8bec217_IndexBam|COMPLETED|2020-03-21T18:05:59|2020-03-21T18:06:28|1|00:00:29|00:00:29||
1018859.batch|batch|COMPLETED|2020-03-21T18:05:59|2020-03-21T18:06:28|1|00:00:29|00:00:29|25572K|
1018860|cromwell_8551d195_SplitNCigarReads|COMPLETED|2020-03-21T18:06:18|2020-03-21T19:09:49|1|01:03:31|01:03:31||
1018860.batch|batch|COMPLETED|2020-03-21T18:06:18|2020-03-21T19:09:49|1|01:03:31|01:03:31|2341320K|
1018861|cromwell_6425b7a2_AddReadGroup|COMPLETED|2020-03-21T18:06:20|2020-03-21T18:09:00|1|00:02:40|00:02:40||
1018861.batch|batch|COMPLETED|2020-03-21T18:06:20|2020-03-21T18:09:00|1|00:02:40|00:02:40|669272K|
1018862|cromwell_959886f2_SplitNCigarReads|COMPLETED|2020-03-21T18:06:30|2020-03-21T19:09:24|1|01:02:54|01:02:54||
1018862.batch|batch|COMPLETED|2020-03-21T18:06:30|2020-03-21T19:09:24|1|01:02:54|01:02:54|2293704K|
1018863|cromwell_e8bec217_AddReadGroup|COMPLETED|2020-03-21T18:06:38|2020-03-21T18:09:40|1|00:03:02|00:03:02||
1018863.batch|batch|COMPLETED|2020-03-21T18:06:38|2020-03-21T18:09:40|1|00:03:02|00:03:02|668936K|
1018864|cromwell_d08fc1aa_SplitIntervals|COMPLETED|2020-03-21T18:06:44|2020-03-21T18:06:51|1|00:00:07|00:00:07||
1018864.batch|batch|COMPLETED|2020-03-21T18:06:44|2020-03-21T18:06:51|1|00:00:07|00:00:07|988K|
1018865|cromwell_d08fc1aa_IndexBam|COMPLETED|2020-03-21T18:06:45|2020-03-21T18:07:07|1|00:00:22|00:00:22||
1018865.batch|batch|COMPLETED|2020-03-21T18:06:45|2020-03-21T18:07:07|1|00:00:22|00:00:22|22732K|
1018866|cromwell_616dfec1_SplitIntervals|COMPLETED|2020-03-21T18:06:54|2020-03-21T18:07:01|1|00:00:07|00:00:07||
1018866.batch|batch|COMPLETED|2020-03-21T18:06:54|2020-03-21T18:07:01|1|00:00:07|00:00:07|988K|
1018867|cromwell_616dfec1_IndexBam|COMPLETED|2020-03-21T18:06:57|2020-03-21T18:07:24|1|00:00:27|00:00:27||
1018867.batch|batch|COMPLETED|2020-03-21T18:06:57|2020-03-21T18:07:24|1|00:00:27|00:00:27|23616K|
1018868|cromwell_850854c5_MarkDuplicates|COMPLETED|2020-03-21T18:07:00|2020-03-21T18:11:16|1|00:04:16|00:04:16||
1018868.batch|batch|COMPLETED|2020-03-21T18:07:00|2020-03-21T18:11:16|1|00:04:16|00:04:16|15462760K|
1018869|cromwell_cbe3fc12_SplitNCigarReads|COMPLETED|2020-03-21T18:07:10|2020-03-21T19:14:26|1|01:07:16|01:07:16||
1018869.batch|batch|COMPLETED|2020-03-21T18:07:10|2020-03-21T19:14:26|1|01:07:16|01:07:16|2391336K|
1018870|cromwell_d08fc1aa_AddReadGroup|COMPLETED|2020-03-21T18:07:16|2020-03-21T18:10:23|1|00:03:07|00:03:07||
1018870.batch|batch|COMPLETED|2020-03-21T18:07:16|2020-03-21T18:10:23|1|00:03:07|00:03:07|660188K|
1018871|cromwell_616dfec1_AddReadGroup|COMPLETED|2020-03-21T18:07:31|2020-03-21T18:10:54|1|00:03:23|00:03:23||
1018871.batch|batch|COMPLETED|2020-03-21T18:07:31|2020-03-21T18:10:54|1|00:03:23|00:03:23|669096K|
1018872|cromwell_6f5e7efe_SplitNCigarReads|COMPLETED|2020-03-21T18:07:50|2020-03-21T19:15:45|1|01:07:55|01:07:55||
1018872.batch|batch|COMPLETED|2020-03-21T18:07:50|2020-03-21T19:15:45|1|01:07:55|01:07:55|2345648K|
1018873|cromwell_25ec46f6_MarkDuplicates|COMPLETED|2020-03-21T18:08:15|2020-03-21T18:12:58|1|00:04:43|00:04:43||
1018873.batch|batch|COMPLETED|2020-03-21T18:08:15|2020-03-21T18:12:58|1|00:04:43|00:04:43|15818688K|
1018874|cromwell_2ca89ef6_SplitNCigarReads|COMPLETED|2020-03-21T18:08:21|2020-03-21T19:19:12|1|01:10:51|01:10:51||
1018874.batch|batch|COMPLETED|2020-03-21T18:08:21|2020-03-21T19:19:12|1|01:10:51|01:10:51|2357168K|
1018875|cromwell_c62a4f46_MarkDuplicates|COMPLETED|2020-03-21T18:08:45|2020-03-21T18:14:17|1|00:05:32|00:05:32||
1018875.batch|batch|COMPLETED|2020-03-21T18:08:45|2020-03-21T18:14:17|1|00:05:32|00:05:32|16235600K|
1018876|cromwell_11fb3f29_MarkDuplicates|COMPLETED|2020-03-21T18:08:53|2020-03-21T18:13:50|1|00:04:57|00:04:57||
1018876.batch|batch|COMPLETED|2020-03-21T18:08:53|2020-03-21T18:13:50|1|00:04:57|00:04:57|15669544K|
1018877|cromwell_9dbdcb35_SplitIntervals|COMPLETED|2020-03-21T18:09:12|2020-03-21T18:09:19|1|00:00:07|00:00:07||
1018877.batch|batch|COMPLETED|2020-03-21T18:09:12|2020-03-21T18:09:19|1|00:00:07|00:00:07|996K|
1018878|cromwell_9dbdcb35_IndexBam|COMPLETED|2020-03-21T18:09:15|2020-03-21T18:09:35|1|00:00:20|00:00:20||
1018878.batch|batch|COMPLETED|2020-03-21T18:09:15|2020-03-21T18:09:35|1|00:00:20|00:00:20|21748K|
1018879|cromwell_6425b7a2_MarkDuplicates|COMPLETED|2020-03-21T18:09:26|2020-03-21T18:14:08|1|00:04:42|00:04:42||
1018879.batch|batch|COMPLETED|2020-03-21T18:09:26|2020-03-21T18:14:08|1|00:04:42|00:04:42|15526272K|
1018880|cromwell_13c8eb49_SplitIntervals|COMPLETED|2020-03-21T18:09:29|2020-03-21T18:09:37|1|00:00:08|00:00:08||
1018880.batch|batch|COMPLETED|2020-03-21T18:09:29|2020-03-21T18:09:37|1|00:00:08|00:00:08|992K|
1018881|cromwell_13c8eb49_IndexBam|COMPLETED|2020-03-21T18:09:29|2020-03-21T18:10:15|1|00:00:46|00:00:46||
1018881.batch|batch|COMPLETED|2020-03-21T18:09:29|2020-03-21T18:10:15|1|00:00:46|00:00:46|24556K|
1018882|cromwell_34f71004_featureCounts|COMPLETED|2020-03-21T18:09:35|2020-03-21T18:12:21|4|00:11:04|00:02:46||
1018882.batch|batch|COMPLETED|2020-03-21T18:09:35|2020-03-21T18:12:21|4|00:11:04|00:02:46|241196K|
1018883|cromwell_8d0942f8_SplitIntervals|COMPLETED|2020-03-21T18:09:36|2020-03-21T18:09:47|1|00:00:11|00:00:11||
1018883.batch|batch|COMPLETED|2020-03-21T18:09:36|2020-03-21T18:09:47|1|00:00:11|00:00:11|11280K|
1018884|cromwell_8d0942f8_IndexBam|COMPLETED|2020-03-21T18:09:37|2020-03-21T18:10:02|1|00:00:25|00:00:25||
1018884.batch|batch|COMPLETED|2020-03-21T18:09:37|2020-03-21T18:10:02|1|00:00:25|00:00:25|26212K|
1018885|cromwell_9dbdcb35_AddReadGroup|COMPLETED|2020-03-21T18:09:41|2020-03-21T18:13:24|1|00:03:43|00:03:43||
1018885.batch|batch|COMPLETED|2020-03-21T18:09:41|2020-03-21T18:13:24|1|00:03:43|00:03:43|671724K|
1018886|cromwell_8d0942f8_AddReadGroup|COMPLETED|2020-03-21T18:10:09|2020-03-21T18:13:43|1|00:03:34|00:03:34||
1018886.batch|batch|COMPLETED|2020-03-21T18:10:09|2020-03-21T18:13:43|1|00:03:34|00:03:34|671160K|
1018887|cromwell_e8bec217_MarkDuplicates|COMPLETED|2020-03-21T18:10:12|2020-03-21T18:15:34|1|00:05:22|00:05:22||
1018887.batch|batch|COMPLETED|2020-03-21T18:10:12|2020-03-21T18:15:34|1|00:05:22|00:05:22|16222000K|
1018888|cromwell_13c8eb49_AddReadGroup|COMPLETED|2020-03-21T18:10:24|2020-03-21T18:13:37|1|00:03:13|00:03:13||
1018888.batch|batch|COMPLETED|2020-03-21T18:10:24|2020-03-21T18:13:37|1|00:03:13|00:03:13|677484K|
1018889|cromwell_d08fc1aa_MarkDuplicates|COMPLETED|2020-03-21T18:10:30|2020-03-21T18:15:58|1|00:05:28|00:05:28||
1018889.batch|batch|COMPLETED|2020-03-21T18:10:30|2020-03-21T18:15:58|1|00:05:28|00:05:28|16245300K|
1018890|cromwell_fe669ccb_featureCounts|COMPLETED|2020-03-21T18:10:33|2020-03-21T18:13:26|4|00:11:32|00:02:53||
1018890.batch|batch|COMPLETED|2020-03-21T18:10:33|2020-03-21T18:13:26|4|00:11:32|00:02:53|236440K|
1018891|cromwell_e007253a_SplitIntervals|COMPLETED|2020-03-21T18:10:33|2020-03-21T18:10:42|1|00:00:09|00:00:09||
1018891.batch|batch|COMPLETED|2020-03-21T18:10:33|2020-03-21T18:10:42|1|00:00:09|00:00:09|988K|
1018892|cromwell_e007253a_IndexBam|COMPLETED|2020-03-21T18:10:36|2020-03-21T18:11:03|1|00:00:27|00:00:27||
1018892.batch|batch|COMPLETED|2020-03-21T18:10:36|2020-03-21T18:11:03|1|00:00:27|00:00:27|22108K|
1018893|cromwell_e007253a_AddReadGroup|COMPLETED|2020-03-21T18:11:08|2020-03-21T18:14:57|1|00:03:49|00:03:49||
1018893.batch|batch|COMPLETED|2020-03-21T18:11:08|2020-03-21T18:14:57|1|00:03:49|00:03:49|661224K|
1018894|cromwell_616dfec1_MarkDuplicates|COMPLETED|2020-03-21T18:11:11|2020-03-21T18:17:09|1|00:05:58|00:05:58||
1018894.batch|batch|COMPLETED|2020-03-21T18:11:11|2020-03-21T18:17:09|1|00:05:58|00:05:58|16397008K|
1018895|cromwell_850854c5_SplitNCigarReads|COMPLETED|2020-03-21T18:11:58|2020-03-21T19:35:39|1|01:23:41|01:23:41||
1018895.batch|batch|COMPLETED|2020-03-21T18:11:58|2020-03-21T19:35:39|1|01:23:41|01:23:41|2319864K|
1018896|cromwell_34f71004_edgeR|COMPLETED|2020-03-21T18:12:44|2020-03-21T18:12:53|1|00:00:09|00:00:09||
1018896.batch|batch|COMPLETED|2020-03-21T18:12:44|2020-03-21T18:12:53|1|00:00:09|00:00:09|988K|
1018897|cromwell_fe669ccb_edgeR|COMPLETED|2020-03-21T18:13:40|2020-03-21T18:13:47|1|00:00:07|00:00:07||
1018897.batch|batch|COMPLETED|2020-03-21T18:13:40|2020-03-21T18:13:47|1|00:00:07|00:00:07|984K|
1018898|cromwell_9dbdcb35_MarkDuplicates|COMPLETED|2020-03-21T18:13:44|2020-03-21T18:20:22|1|00:06:38|00:06:38||
1018898.batch|batch|COMPLETED|2020-03-21T18:13:44|2020-03-21T18:20:22|1|00:06:38|00:06:38|16794636K|
1018899|cromwell_25ec46f6_SplitNCigarReads|COMPLETED|2020-03-21T18:13:51|2020-03-21T19:37:34|1|01:23:43|01:23:43||
1018899.batch|batch|COMPLETED|2020-03-21T18:13:51|2020-03-21T19:37:34|1|01:23:43|01:23:43|2340284K|
1018900|cromwell_8d0942f8_MarkDuplicates|COMPLETED|2020-03-21T18:13:59|2020-03-21T18:20:15|1|00:06:16|00:06:16||
1018900.batch|batch|COMPLETED|2020-03-21T18:13:59|2020-03-21T18:20:15|1|00:06:16|00:06:16|16928940K|
1018901|cromwell_da342b1d_SplitIntervals|COMPLETED|2020-03-21T18:14:09|2020-03-21T18:14:17|1|00:00:08|00:00:08||
1018901.batch|batch|COMPLETED|2020-03-21T18:14:09|2020-03-21T18:14:17|1|00:00:08|00:00:08|988K|
1018902|cromwell_da342b1d_IndexBam|COMPLETED|2020-03-21T18:14:12|2020-03-21T18:15:03|1|00:00:51|00:00:51||
1018902.batch|batch|COMPLETED|2020-03-21T18:14:12|2020-03-21T18:15:03|1|00:00:51|00:00:51|28100K|
1018903|cromwell_13c8eb49_MarkDuplicates|COMPLETED|2020-03-21T18:14:17|2020-03-21T18:19:52|1|00:05:35|00:05:35||
1018903.batch|batch|COMPLETED|2020-03-21T18:14:17|2020-03-21T18:19:52|1|00:05:35|00:05:35|16028732K|
1018904|cromwell_c62a4f46_SplitNCigarReads|COMPLETED|2020-03-21T18:14:33|2020-03-21T19:50:27|1|01:35:54|01:35:54||
1018904.batch|batch|COMPLETED|2020-03-21T18:14:33|2020-03-21T19:50:27|1|01:35:54|01:35:54|2391584K|
1018905|cromwell_6425b7a2_SplitNCigarReads|COMPLETED|2020-03-21T18:14:37|2020-03-21T19:43:27|1|01:28:50|01:28:50||
1018905.batch|batch|COMPLETED|2020-03-21T18:14:37|2020-03-21T19:43:27|1|01:28:50|01:28:50|2352292K|
