JobID|JobName|State|Start|End|NCPUS|CPUTime|Elapsed|MaxRSS|
1018906|cromwell_11fb3f29_SplitNCigarReads|COMPLETED|2020-03-21T18:15:01|2020-03-21T19:43:05|1|01:28:04|01:28:04||
1018906.batch|batch|COMPLETED|2020-03-21T18:15:01|2020-03-21T19:43:05|1|01:28:04|01:28:04|2375972K|
1018907|cromwell_da342b1d_AddReadGroup|COMPLETED|2020-03-21T18:15:18|2020-03-21T18:22:00|1|00:06:42|00:06:42||
1018907.batch|batch|COMPLETED|2020-03-21T18:15:18|2020-03-21T18:22:00|1|00:06:42|00:06:42|672088K|
1018908|cromwell_b09ca547_SplitIntervals|COMPLETED|2020-03-21T18:15:22|2020-03-21T18:15:33|1|00:00:11|00:00:11||
1018908.batch|batch|COMPLETED|2020-03-21T18:15:22|2020-03-21T18:15:33|1|00:00:11|00:00:11|1420K|
1018909|cromwell_b09ca547_IndexBam|COMPLETED|2020-03-21T18:15:25|2020-03-21T18:16:16|1|00:00:51|00:00:51||
1018909.batch|batch|COMPLETED|2020-03-21T18:15:25|2020-03-21T18:16:16|1|00:00:51|00:00:51|32856K|
1018910|cromwell_e007253a_MarkDuplicates|COMPLETED|2020-03-21T18:15:34|2020-03-21T18:22:14|1|00:06:40|00:06:40||
1018910.batch|batch|COMPLETED|2020-03-21T18:15:34|2020-03-21T18:22:14|1|00:06:40|00:06:40|16950776K|
1018911|cromwell_e8bec217_SplitNCigarReads|COMPLETED|2020-03-21T18:15:44|2020-03-21T19:50:37|1|01:34:53|01:34:53||
1018911.batch|batch|COMPLETED|2020-03-21T18:15:44|2020-03-21T19:50:37|1|01:34:53|01:34:53|2272340K|
1018912|cromwell_85746b4e_SplitIntervals|COMPLETED|2020-03-21T18:16:18|2020-03-21T18:16:27|1|00:00:09|00:00:09||
1018912.batch|batch|COMPLETED|2020-03-21T18:16:18|2020-03-21T18:16:27|1|00:00:09|00:00:09|992K|
1018913|cromwell_85746b4e_IndexBam|COMPLETED|2020-03-21T18:16:21|2020-03-21T18:17:01|1|00:00:40|00:00:40||
1018913.batch|batch|COMPLETED|2020-03-21T18:16:21|2020-03-21T18:17:01|1|00:00:40|00:00:40|26800K|
1018914|cromwell_d08fc1aa_SplitNCigarReads|COMPLETED|2020-03-21T18:16:30|2020-03-21T19:44:54|1|01:28:24|01:28:24||
1018914.batch|batch|COMPLETED|2020-03-21T18:16:30|2020-03-21T19:44:54|1|01:28:24|01:28:24|2329692K|
1018915|cromwell_b09ca547_AddReadGroup|COMPLETED|2020-03-21T18:16:33|2020-03-21T18:23:41|1|00:07:08|00:07:08||
1018915.batch|batch|COMPLETED|2020-03-21T18:16:33|2020-03-21T18:23:41|1|00:07:08|00:07:08|680636K|
1018916|cromwell_85746b4e_AddReadGroup|COMPLETED|2020-03-21T18:17:15|2020-03-21T18:24:48|1|00:07:33|00:07:33||
1018916.batch|batch|COMPLETED|2020-03-21T18:17:15|2020-03-21T18:24:48|1|00:07:33|00:07:33|670672K|
1018917|cromwell_616dfec1_SplitNCigarReads|COMPLETED|2020-03-21T18:17:33|2020-03-21T19:46:33|1|01:29:00|01:29:00||
1018917.batch|batch|COMPLETED|2020-03-21T18:17:33|2020-03-21T19:46:33|1|01:29:00|01:29:00|2349596K|
1018918|cromwell_13c8eb49_SplitNCigarReads|COMPLETED|2020-03-21T18:19:58|2020-03-21T19:52:17|1|01:32:19|01:32:19||
1018918.batch|batch|COMPLETED|2020-03-21T18:19:58|2020-03-21T19:52:17|1|01:32:19|01:32:19|2356400K|
1018919|cromwell_2de240e6_SplitIntervals|COMPLETED|2020-03-21T18:20:22|2020-03-21T18:20:30|1|00:00:08|00:00:08||
1018919.batch|batch|COMPLETED|2020-03-21T18:20:22|2020-03-21T18:20:30|1|00:00:08|00:00:08|992K|
1018920|cromwell_2de240e6_IndexBam|COMPLETED|2020-03-21T18:20:25|2020-03-21T18:21:10|1|00:00:45|00:00:45||
1018920.batch|batch|COMPLETED|2020-03-21T18:20:25|2020-03-21T18:21:10|1|00:00:45|00:00:45|28776K|
1018921|cromwell_e3d697e0_SplitIntervals|COMPLETED|2020-03-21T18:20:29|2020-03-21T18:20:37|1|00:00:08|00:00:08||
1018921.batch|batch|COMPLETED|2020-03-21T18:20:29|2020-03-21T18:20:37|1|00:00:08|00:00:08|992K|
1018922|cromwell_e3d697e0_IndexBam|COMPLETED|2020-03-21T18:20:32|2020-03-21T18:21:25|1|00:00:53|00:00:53||
1018922.batch|batch|COMPLETED|2020-03-21T18:20:32|2020-03-21T18:21:25|1|00:00:53|00:00:53|31516K|
1018923|cromwell_ecdf2135_SplitIntervals|COMPLETED|2020-03-21T18:20:47|2020-03-21T18:20:55|1|00:00:08|00:00:08||
1018923.batch|batch|COMPLETED|2020-03-21T18:20:47|2020-03-21T18:20:55|1|00:00:08|00:00:08|988K|
1018924|cromwell_ecdf2135_IndexBam|COMPLETED|2020-03-21T18:20:50|2020-03-21T18:21:37|1|00:00:47|00:00:47||
1018924.batch|batch|COMPLETED|2020-03-21T18:20:50|2020-03-21T18:21:37|1|00:00:47|00:00:47|29452K|
1018925|cromwell_9dbdcb35_SplitNCigarReads|COMPLETED|2020-03-21T18:21:13|2020-03-21T20:15:16|1|01:54:03|01:54:03||
1018925.batch|batch|COMPLETED|2020-03-21T18:21:13|2020-03-21T20:15:16|1|01:54:03|01:54:03|2342548K|
1018926|cromwell_2de240e6_AddReadGroup|COMPLETED|2020-03-21T18:21:18|2020-03-21T18:29:40|1|00:08:22|00:08:22||
1018926.batch|batch|COMPLETED|2020-03-21T18:21:18|2020-03-21T18:29:40|1|00:08:22|00:08:22|672504K|
1018927|cromwell_8d0942f8_SplitNCigarReads|COMPLETED|2020-03-21T18:21:25|2020-03-21T20:07:20|1|01:45:55|01:45:55||
1018927.batch|batch|COMPLETED|2020-03-21T18:21:25|2020-03-21T20:07:20|1|01:45:55|01:45:55|2330248K|
1018928|cromwell_e3d697e0_AddReadGroup|COMPLETED|2020-03-21T18:21:33|2020-03-21T18:30:35|1|00:09:02|00:09:02||
1018928.batch|batch|COMPLETED|2020-03-21T18:21:33|2020-03-21T18:30:35|1|00:09:02|00:09:02|672112K|
1018929|cromwell_ecdf2135_AddReadGroup|COMPLETED|2020-03-21T18:21:54|2020-03-21T18:30:41|1|00:08:47|00:08:47||
1018929.batch|batch|COMPLETED|2020-03-21T18:21:54|2020-03-21T18:30:41|1|00:08:47|00:08:47|672408K|
1018930|cromwell_14202129_SplitIntervals|COMPLETED|2020-03-21T18:22:24|2020-03-21T18:22:34|1|00:00:10|00:00:10||
1018930.batch|batch|COMPLETED|2020-03-21T18:22:24|2020-03-21T18:22:34|1|00:00:10|00:00:10|11104K|
1018931|cromwell_14202129_IndexBam|COMPLETED|2020-03-21T18:22:27|2020-03-21T18:23:22|1|00:00:55|00:00:55||
1018931.batch|batch|COMPLETED|2020-03-21T18:22:27|2020-03-21T18:23:22|1|00:00:55|00:00:55|36168K|
1018932|cromwell_da342b1d_MarkDuplicates|COMPLETED|2020-03-21T18:22:27|2020-03-21T18:33:50|1|00:11:23|00:11:23||
1018932.batch|batch|COMPLETED|2020-03-21T18:22:27|2020-03-21T18:33:50|1|00:11:23|00:11:23|21073120K|
1018933|cromwell_e007253a_SplitNCigarReads|COMPLETED|2020-03-21T18:22:58|2020-03-21T20:19:05|1|01:56:07|01:56:07||
1018933.batch|batch|COMPLETED|2020-03-21T18:22:58|2020-03-21T20:19:05|1|01:56:07|01:56:07|2371908K|
1018934|cromwell_14202129_AddReadGroup|COMPLETED|2020-03-21T18:23:29|2020-03-21T18:30:13|1|00:06:44|00:06:44||
1018934.batch|batch|COMPLETED|2020-03-21T18:23:29|2020-03-21T18:30:13|1|00:06:44|00:06:44|670884K|
1018935|cromwell_b09ca547_MarkDuplicates|COMPLETED|2020-03-21T18:24:25|2020-03-21T18:37:29|1|00:13:04|00:13:04||
1018935.batch|batch|COMPLETED|2020-03-21T18:24:25|2020-03-21T18:37:29|1|00:13:04|00:13:04|22292156K|
1018936|cromwell_9ace3252_SplitIntervals|COMPLETED|2020-03-21T18:25:39|2020-03-21T18:25:48|1|00:00:09|00:00:09||
1018936.batch|batch|COMPLETED|2020-03-21T18:25:39|2020-03-21T18:25:48|1|00:00:09|00:00:09|992K|
1018937|cromwell_9ace3252_IndexBam|COMPLETED|2020-03-21T18:25:41|2020-03-21T18:26:18|1|00:00:37|00:00:37||
1018937.batch|batch|COMPLETED|2020-03-21T18:25:41|2020-03-21T18:26:18|1|00:00:37|00:00:37|37184K|
1018938|cromwell_85746b4e_MarkDuplicates|COMPLETED|2020-03-21T18:26:04|2020-03-21T18:38:52|1|00:12:48|00:12:48||
1018938.batch|batch|COMPLETED|2020-03-21T18:26:04|2020-03-21T18:38:52|1|00:12:48|00:12:48|22330904K|
1018939|cromwell_9e2131ec_SplitIntervals|COMPLETED|2020-03-21T18:26:09|2020-03-21T18:26:19|1|00:00:10|00:00:10||
1018939.batch|batch|COMPLETED|2020-03-21T18:26:09|2020-03-21T18:26:19|1|00:00:10|00:00:10|996K|
1018940|cromwell_9e2131ec_IndexBam|COMPLETED|2020-03-21T18:26:11|2020-03-21T18:27:24|1|00:01:13|00:01:13||
1018940.batch|batch|COMPLETED|2020-03-21T18:26:11|2020-03-21T18:27:24|1|00:01:13|00:01:13|30156K|
1018941|cromwell_3615fdbf_SplitIntervals|COMPLETED|2020-03-21T18:26:11|2020-03-21T18:26:19|1|00:00:08|00:00:08||
1018941.batch|batch|COMPLETED|2020-03-21T18:26:11|2020-03-21T18:26:19|1|00:00:08|00:00:08|992K|
1018942|cromwell_3615fdbf_IndexBam|COMPLETED|2020-03-21T18:26:15|2020-03-21T18:27:18|1|00:01:03|00:01:03||
1018942.batch|batch|COMPLETED|2020-03-21T18:26:15|2020-03-21T18:27:18|1|00:01:03|00:01:03|30924K|
1018943|cromwell_9ace3252_AddReadGroup|COMPLETED|2020-03-21T18:26:28|2020-03-21T18:32:54|1|00:06:26|00:06:26||
1018943.batch|batch|COMPLETED|2020-03-21T18:26:28|2020-03-21T18:32:54|1|00:06:26|00:06:26|662092K|
1018944|cromwell_c85ca8b2_SplitIntervals|COMPLETED|2020-03-21T18:27:11|2020-03-21T18:27:20|1|00:00:09|00:00:09||
1018944.batch|batch|COMPLETED|2020-03-21T18:27:11|2020-03-21T18:27:20|1|00:00:09|00:00:09|988K|
1018945|cromwell_c85ca8b2_IndexBam|COMPLETED|2020-03-21T18:27:14|2020-03-21T18:27:47|1|00:00:33|00:00:33||
1018945.batch|batch|COMPLETED|2020-03-21T18:27:14|2020-03-21T18:27:47|1|00:00:33|00:00:33|36240K|
1018946|cromwell_3615fdbf_AddReadGroup|COMPLETED|2020-03-21T18:27:28|2020-03-21T18:37:54|1|00:10:26|00:10:26||
1018946.batch|batch|COMPLETED|2020-03-21T18:27:28|2020-03-21T18:37:54|1|00:10:26|00:10:26|672100K|
1018947|cromwell_9e2131ec_AddReadGroup|COMPLETED|2020-03-21T18:27:33|2020-03-21T18:38:14|1|00:10:41|00:10:41||
1018947.batch|batch|COMPLETED|2020-03-21T18:27:33|2020-03-21T18:38:14|1|00:10:41|00:10:41|673800K|
1018948|cromwell_c85ca8b2_AddReadGroup|COMPLETED|2020-03-21T18:27:55|2020-03-21T18:34:52|1|00:06:57|00:06:57||
1018948.batch|batch|COMPLETED|2020-03-21T18:27:55|2020-03-21T18:34:52|1|00:06:57|00:06:57|681480K|
1018949|cromwell_1e2addb3_SplitIntervals|COMPLETED|2020-03-21T18:29:29|2020-03-21T18:29:37|1|00:00:08|00:00:08||
1018949.batch|batch|COMPLETED|2020-03-21T18:29:29|2020-03-21T18:29:37|1|00:00:08|00:00:08|992K|
1018950|cromwell_1e2addb3_IndexBam|COMPLETED|2020-03-21T18:29:32|2020-03-21T18:30:14|1|00:00:42|00:00:42||
1018950.batch|batch|COMPLETED|2020-03-21T18:29:32|2020-03-21T18:30:14|1|00:00:42|00:00:42|35160K|
1018951|cromwell_2de240e6_MarkDuplicates|COMPLETED|2020-03-21T18:29:51|2020-03-21T18:44:02|1|00:14:11|00:14:11||
1018951.batch|batch|COMPLETED|2020-03-21T18:29:51|2020-03-21T18:44:02|1|00:14:11|00:14:11|23188656K|
1018952|cromwell_1e2addb3_AddReadGroup|COMPLETED|2020-03-21T18:30:25|2020-03-21T18:37:31|1|00:07:06|00:07:06||
1018952.batch|batch|COMPLETED|2020-03-21T18:30:25|2020-03-21T18:37:31|1|00:07:06|00:07:06|661288K|
1018953|cromwell_14202129_MarkDuplicates|COMPLETED|2020-03-21T18:30:39|2020-03-21T18:42:01|1|00:11:22|00:11:22||
1018953.batch|batch|COMPLETED|2020-03-21T18:30:39|2020-03-21T18:42:01|1|00:11:22|00:11:22|21176928K|
1018954|cromwell_da74978a_SplitIntervals|COMPLETED|2020-03-21T18:30:54|2020-03-21T18:31:02|1|00:00:08|00:00:08||
1018954.batch|batch|COMPLETED|2020-03-21T18:30:54|2020-03-21T18:31:02|1|00:00:08|00:00:08|996K|
1018955|cromwell_da74978a_IndexBam|COMPLETED|2020-03-21T18:30:57|2020-03-21T18:31:34|1|00:00:37|00:00:37||
1018955.batch|batch|COMPLETED|2020-03-21T18:30:57|2020-03-21T18:31:34|1|00:00:37|00:00:37|35444K|
1018956|cromwell_1e884b69_SplitIntervals|COMPLETED|2020-03-21T18:31:06|2020-03-21T18:31:14|1|00:00:08|00:00:08||
1018956.batch|batch|COMPLETED|2020-03-21T18:31:06|2020-03-21T18:31:14|1|00:00:08|00:00:08|992K|
1018957|cromwell_1e884b69_IndexBam|COMPLETED|2020-03-21T18:31:09|2020-03-21T18:31:53|1|00:00:44|00:00:44||
1018957.batch|batch|COMPLETED|2020-03-21T18:31:09|2020-03-21T18:31:53|1|00:00:44|00:00:44|38184K|
1018958|cromwell_b56b1830_SplitIntervals|COMPLETED|2020-03-21T18:31:29|2020-03-21T18:31:38|1|00:00:09|00:00:09||
1018958.batch|batch|COMPLETED|2020-03-21T18:31:29|2020-03-21T18:31:38|1|00:00:09|00:00:09|988K|
1018959|cromwell_b56b1830_IndexBam|COMPLETED|2020-03-21T18:31:32|2020-03-21T18:32:11|1|00:00:39|00:00:39||
1018959.batch|batch|COMPLETED|2020-03-21T18:31:32|2020-03-21T18:32:11|1|00:00:39|00:00:39|35028K|
1018960|cromwell_65201559_featureCounts|COMPLETED|2020-03-21T18:31:36|2020-03-21T18:37:50|4|00:24:56|00:06:14||
1018960.batch|batch|COMPLETED|2020-03-21T18:31:36|2020-03-21T18:37:50|4|00:24:56|00:06:14|272852K|
1018961|cromwell_c44e72a7_SplitIntervals|COMPLETED|2020-03-21T18:31:38|2020-03-21T18:31:46|1|00:00:08|00:00:08||
1018961.batch|batch|COMPLETED|2020-03-21T18:31:38|2020-03-21T18:31:46|1|00:00:08|00:00:08|988K|
1018962|cromwell_c44e72a7_IndexBam|COMPLETED|2020-03-21T18:31:39|2020-03-21T18:33:02|1|00:01:23|00:01:23||
1018962.batch|batch|COMPLETED|2020-03-21T18:31:39|2020-03-21T18:33:02|1|00:01:23|00:01:23|33048K|
1018963|cromwell_e3d697e0_MarkDuplicates|COMPLETED|2020-03-21T18:31:44|2020-03-21T18:47:00|1|00:15:16|00:15:16||
1018963.batch|batch|COMPLETED|2020-03-21T18:31:44|2020-03-21T18:47:00|1|00:15:16|00:15:16|24201056K|
1018964|cromwell_da74978a_AddReadGroup|COMPLETED|2020-03-21T18:31:46|2020-03-21T18:39:02|1|00:07:16|00:07:16||
1018964.batch|batch|COMPLETED|2020-03-21T18:31:46|2020-03-21T18:39:02|1|00:07:16|00:07:16|673024K|
1018965|cromwell_1e884b69_AddReadGroup|COMPLETED|2020-03-21T18:31:58|2020-03-21T18:39:37|1|00:07:39|00:07:39||
1018965.batch|batch|COMPLETED|2020-03-21T18:31:58|2020-03-21T18:39:37|1|00:07:39|00:07:39|681440K|
1018966|cromwell_5f54d4e3_SplitIntervals|COMPLETED|2020-03-21T18:32:07|2020-03-21T18:32:15|1|00:00:08|00:00:08||
1018966.batch|batch|COMPLETED|2020-03-21T18:32:07|2020-03-21T18:32:15|1|00:00:08|00:00:08|992K|
1018967|cromwell_5f54d4e3_IndexBam|COMPLETED|2020-03-21T18:32:10|2020-03-21T18:32:45|1|00:00:35|00:00:35||
1018967.batch|batch|COMPLETED|2020-03-21T18:32:10|2020-03-21T18:32:45|1|00:00:35|00:00:35|37920K|
1018968|cromwell_b56b1830_AddReadGroup|COMPLETED|2020-03-21T18:32:23|2020-03-21T18:40:37|1|00:08:14|00:08:14||
1018968.batch|batch|COMPLETED|2020-03-21T18:32:23|2020-03-21T18:40:37|1|00:08:14|00:08:14|678576K|
1018969|cromwell_ecdf2135_MarkDuplicates|COMPLETED|2020-03-21T18:32:41|2020-03-21T18:47:36|1|00:14:55|00:14:55||
1018969.batch|batch|COMPLETED|2020-03-21T18:32:41|2020-03-21T18:47:36|1|00:14:55|00:14:55|23765140K|
1018970|cromwell_5f54d4e3_AddReadGroup|COMPLETED|2020-03-21T18:32:58|2020-03-21T18:40:11|1|00:07:13|00:07:13||
1018970.batch|batch|COMPLETED|2020-03-21T18:32:58|2020-03-21T18:40:11|1|00:07:13|00:07:13|667092K|
1018971|cromwell_c44e72a7_AddReadGroup|COMPLETED|2020-03-21T18:33:13|2020-03-21T18:46:16|1|00:13:03|00:13:03||
1018971.batch|batch|COMPLETED|2020-03-21T18:33:13|2020-03-21T18:46:16|1|00:13:03|00:13:03|674156K|
1018972|cromwell_9ace3252_MarkDuplicates|COMPLETED|2020-03-21T18:34:01|2020-03-21T18:44:31|1|00:10:30|00:10:30||
1018972.batch|batch|COMPLETED|2020-03-21T18:34:01|2020-03-21T18:44:31|1|00:10:30|00:10:30|20112996K|
1018973|cromwell_da342b1d_SplitNCigarReads|COMPLETED|2020-03-21T18:34:05|2020-03-21T20:23:45|1|01:49:40|01:49:40||
1018973.batch|batch|COMPLETED|2020-03-21T18:34:05|2020-03-21T20:23:45|1|01:49:40|01:49:40|2338820K|
1018974|cromwell_c85ca8b2_MarkDuplicates|COMPLETED|2020-03-21T18:35:07|2020-03-21T18:46:42|1|00:11:35|00:11:35||
1018974.batch|batch|COMPLETED|2020-03-21T18:35:07|2020-03-21T18:46:42|1|00:11:35|00:11:35|21139100K|
1018975|cromwell_3b8f51a0_SplitIntervals|COMPLETED|2020-03-21T18:35:44|2020-03-21T18:35:52|1|00:00:08|00:00:08||
1018975.batch|batch|COMPLETED|2020-03-21T18:35:44|2020-03-21T18:35:52|1|00:00:08|00:00:08|988K|
1018976|cromwell_3b8f51a0_IndexBam|COMPLETED|2020-03-21T18:35:47|2020-03-21T18:36:57|1|00:01:10|00:01:10||
1018976.batch|batch|COMPLETED|2020-03-21T18:35:47|2020-03-21T18:36:57|1|00:01:10|00:01:10|38496K|
1018977|cromwell_6907a000_SplitIntervals|COMPLETED|2020-03-21T18:36:21|2020-03-21T18:36:30|1|00:00:09|00:00:09||
1018977.batch|batch|COMPLETED|2020-03-21T18:36:21|2020-03-21T18:36:30|1|00:00:09|00:00:09|988K|
1018978|cromwell_6907a000_IndexBam|COMPLETED|2020-03-21T18:36:24|2020-03-21T18:37:24|1|00:01:00|00:01:00||
1018978.batch|batch|COMPLETED|2020-03-21T18:36:24|2020-03-21T18:37:24|1|00:01:00|00:01:00|39500K|
1018979|cromwell_1ba144cc_SplitIntervals|COMPLETED|2020-03-21T18:36:53|2020-03-21T18:37:01|1|00:00:08|00:00:08||
1018979.batch|batch|COMPLETED|2020-03-21T18:36:53|2020-03-21T18:37:01|1|00:00:08|00:00:08|988K|
1018980|cromwell_1ba144cc_IndexBam|COMPLETED|2020-03-21T18:36:56|2020-03-21T18:37:33|1|00:00:37|00:00:37||
1018980.batch|batch|COMPLETED|2020-03-21T18:36:56|2020-03-21T18:37:33|1|00:00:37|00:00:37|37468K|
1018981|cromwell_48d3c782_SplitIntervals|COMPLETED|2020-03-21T18:37:06|2020-03-21T18:37:14|1|00:00:08|00:00:08||
1018981.batch|batch|COMPLETED|2020-03-21T18:37:06|2020-03-21T18:37:14|1|00:00:08|00:00:08|996K|
1018982|cromwell_48d3c782_IndexBam|COMPLETED|2020-03-21T18:37:09|2020-03-21T18:37:56|1|00:00:47|00:00:47||
1018982.batch|batch|COMPLETED|2020-03-21T18:37:09|2020-03-21T18:37:56|1|00:00:47|00:00:47|35952K|
1018983|cromwell_3b8f51a0_AddReadGroup|COMPLETED|2020-03-21T18:37:20|2020-03-21T18:45:09|1|00:07:49|00:07:49||
1018983.batch|batch|COMPLETED|2020-03-21T18:37:20|2020-03-21T18:45:09|1|00:07:49|00:07:49|680752K|
1018984|cromwell_6907a000_AddReadGroup|COMPLETED|2020-03-21T18:37:41|2020-03-21T18:45:21|1|00:07:40|00:07:40||
1018984.batch|batch|COMPLETED|2020-03-21T18:37:41|2020-03-21T18:45:21|1|00:07:40|00:07:40|670520K|
1018985|cromwell_1e2addb3_MarkDuplicates|COMPLETED|2020-03-21T18:37:44|2020-03-21T18:49:13|1|00:11:29|00:11:29||
1018985.batch|batch|COMPLETED|2020-03-21T18:37:44|2020-03-21T18:49:13|1|00:11:29|00:11:29|20769744K|
1018986|cromwell_1ba144cc_AddReadGroup|COMPLETED|2020-03-21T18:37:47|2020-03-21T18:44:40|1|00:06:53|00:06:53||
1018986.batch|batch|COMPLETED|2020-03-21T18:37:47|2020-03-21T18:44:40|1|00:06:53|00:06:53|671000K|
1018987|cromwell_48d3c782_AddReadGroup|COMPLETED|2020-03-21T18:38:03|2020-03-21T18:46:17|1|00:08:14|00:08:14||
1018987.batch|batch|COMPLETED|2020-03-21T18:38:03|2020-03-21T18:46:17|1|00:08:14|00:08:14|670688K|
1018988|cromwell_3615fdbf_MarkDuplicates|COMPLETED|2020-03-21T18:38:17|2020-03-21T18:55:28|1|00:17:11|00:17:11||
1018988.batch|batch|COMPLETED|2020-03-21T18:38:17|2020-03-21T18:55:28|1|00:17:11|00:17:11|25386820K|
1018989|cromwell_65201559_edgeR|COMPLETED|2020-03-21T18:38:20|2020-03-21T18:38:29|1|00:00:09|00:00:09||
1018989.batch|batch|COMPLETED|2020-03-21T18:38:20|2020-03-21T18:38:29|1|00:00:09|00:00:09|992K|
1018990|cromwell_c41e41e7_SplitIntervals|COMPLETED|2020-03-21T18:39:36|2020-03-21T18:39:44|1|00:00:08|00:00:08||
1018990.batch|batch|COMPLETED|2020-03-21T18:39:36|2020-03-21T18:39:44|1|00:00:08|00:00:08|992K|
1018991|cromwell_c41e41e7_IndexBam|COMPLETED|2020-03-21T18:39:39|2020-03-21T18:40:40|1|00:01:01|00:01:01||
1018991.batch|batch|COMPLETED|2020-03-21T18:39:39|2020-03-21T18:40:40|1|00:01:01|00:01:01|40168K|
1018992|cromwell_599a4891_featureCounts|COMPLETED|2020-03-21T18:39:44|2020-03-21T18:44:27|4|00:18:52|00:04:43||
1018992.batch|batch|COMPLETED|2020-03-21T18:39:44|2020-03-21T18:44:27|4|00:18:52|00:04:43|242076K|
1018993|cromwell_9230a49e_SplitIntervals|COMPLETED|2020-03-21T18:39:44|2020-03-21T18:39:52|1|00:00:08|00:00:08||
1018993.batch|batch|COMPLETED|2020-03-21T18:39:44|2020-03-21T18:39:52|1|00:00:08|00:00:08|992K|
1018994|cromwell_9230a49e_IndexBam|COMPLETED|2020-03-21T18:39:47|2020-03-21T18:40:34|1|00:00:47|00:00:47||
1018994.batch|batch|COMPLETED|2020-03-21T18:39:47|2020-03-21T18:40:34|1|00:00:47|00:00:47|35524K|
1018995|cromwell_b09ca547_SplitNCigarReads|COMPLETED|2020-03-21T18:39:50|2020-03-21T20:53:38|1|02:13:48|02:13:48||
1018995.batch|batch|COMPLETED|2020-03-21T18:39:50|2020-03-21T20:53:38|1|02:13:48|02:13:48|2342548K|
1018996|cromwell_da74978a_MarkDuplicates|COMPLETED|2020-03-21T18:40:16|2020-03-21T18:52:43|1|00:12:27|00:12:27||
1018996.batch|batch|COMPLETED|2020-03-21T18:40:16|2020-03-21T18:52:43|1|00:12:27|00:12:27|21535352K|
1018997|cromwell_1e884b69_MarkDuplicates|COMPLETED|2020-03-21T18:40:19|2020-03-21T18:52:54|1|00:12:35|00:12:35||
1018997.batch|batch|COMPLETED|2020-03-21T18:40:19|2020-03-21T18:52:54|1|00:12:35|00:12:35|22075564K|
1018998|cromwell_9e2131ec_MarkDuplicates|COMPLETED|2020-03-21T18:40:26|2020-03-21T18:57:03|1|00:16:37|00:16:37||
1018998.batch|batch|COMPLETED|2020-03-21T18:40:26|2020-03-21T18:57:03|1|00:16:37|00:16:37|25620664K|
1018999|cromwell_85746b4e_SplitNCigarReads|COMPLETED|2020-03-21T18:40:37|2020-03-21T20:50:39|1|02:10:02|02:10:02||
1018999.batch|batch|COMPLETED|2020-03-21T18:40:37|2020-03-21T20:50:39|1|02:10:02|02:10:02|2365788K|
1019000|cromwell_9230a49e_AddReadGroup|COMPLETED|2020-03-21T18:40:49|2020-03-21T18:49:36|1|00:08:47|00:08:47||
1019000.batch|batch|COMPLETED|2020-03-21T18:40:49|2020-03-21T18:49:36|1|00:08:47|00:08:47|681928K|
1019001|cromwell_c41e41e7_AddReadGroup|COMPLETED|2020-03-21T18:40:53|2020-03-21T18:49:30|1|00:08:37|00:08:37||
1019001.batch|batch|COMPLETED|2020-03-21T18:40:53|2020-03-21T18:49:30|1|00:08:37|00:08:37|674092K|
1019002|cromwell_b56b1830_MarkDuplicates|COMPLETED|2020-03-21T18:40:58|2020-03-21T18:53:47|1|00:12:49|00:12:49||
1019002.batch|batch|COMPLETED|2020-03-21T18:40:58|2020-03-21T18:53:47|1|00:12:49|00:12:49|22717736K|
1019003|cromwell_5f54d4e3_MarkDuplicates|COMPLETED|2020-03-21T18:41:03|2020-03-21T18:52:22|1|00:11:19|00:11:19||
1019003.batch|batch|COMPLETED|2020-03-21T18:41:03|2020-03-21T18:52:22|1|00:11:19|00:11:19|21051804K|
1019004|cromwell_70c46e42_featureCounts|COMPLETED|2020-03-21T18:41:22|2020-03-21T18:46:03|4|00:18:44|00:04:41||
1019004.batch|batch|COMPLETED|2020-03-21T18:41:22|2020-03-21T18:46:03|4|00:18:44|00:04:41|268128K|
1019005|cromwell_8d8607d2_SplitIntervals|COMPLETED|2020-03-21T18:41:22|2020-03-21T18:41:30|1|00:00:08|00:00:08||
1019005.batch|batch|COMPLETED|2020-03-21T18:41:22|2020-03-21T18:41:30|1|00:00:08|00:00:08|964K|
1019006|cromwell_8d8607d2_IndexBam|COMPLETED|2020-03-21T18:41:25|2020-03-21T18:42:07|1|00:00:42|00:00:42||
1019006.batch|batch|COMPLETED|2020-03-21T18:41:25|2020-03-21T18:42:07|1|00:00:42|00:00:42|36856K|
1019007|cromwell_8d8607d2_AddReadGroup|COMPLETED|2020-03-21T18:42:20|2020-03-21T18:50:30|1|00:08:10|00:08:10||
1019007.batch|batch|COMPLETED|2020-03-21T18:42:20|2020-03-21T18:50:30|1|00:08:10|00:08:10|662660K|
1019008|cromwell_14202129_SplitNCigarReads|COMPLETED|2020-03-21T18:44:19|2020-03-21T20:48:51|1|02:04:32|02:04:32||
1019008.batch|batch|COMPLETED|2020-03-21T18:44:19|2020-03-21T20:48:51|1|02:04:32|02:04:32|2312180K|
1019009|cromwell_2de240e6_SplitNCigarReads|COMPLETED|2020-03-21T18:45:05|2020-03-21T21:07:41|1|02:22:36|02:22:36||
1019009.batch|batch|COMPLETED|2020-03-21T18:45:05|2020-03-21T21:07:41|1|02:22:36|02:22:36|2394856K|
1019010|cromwell_599a4891_edgeR|COMPLETED|2020-03-21T18:45:11|2020-03-21T18:45:18|1|00:00:07|00:00:07||
